nome;Indirizzo;Colore Pin;Nascosto;Referente;Email;Telefono;Cellulare;Mandanti;P.IVA/C.F.;Freezco ;consegna;bonifico;fattura;incasso;incasso mancato;proroga;Visite Totali;visita dal cliente;telefonata;email;altro;Ultima Visita;Latitudine;Longitudine;Note;GentmoID
Jumanji;V. di Settebagni, 320, 00139 La Cinquina - Bufalotta RM, Italia;rosso;;;;+39 333 804 1457;;;;0;13;0;0;1;0;0;15;7;0;0;8;25/07/25;41.9674316;12.5465268;;gentmo.c.-OLsx0_Sph54mtbqRVCW
Kebab station;Circonvallazione Gianicolense, 2, 00152 Roma RM, Italia;rosso;;;;+39 06 3974 1048;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.87378;12.4655976;;gentmo.c.-ODND12r4TUYPxXFpvg9
Kibo street bar;Via Viterbo, 14, 00198 Roma RM, Italia;rosso;;;;+39 06 8983 2240;;;;0;0;0;1;0;0;0;1;1;0;0;0;05/12/24;41.911622;12.4983937;;gentmo.c.-OD7PC0WTqMDO_Z308kL
King Panino;Largo Maresciallo Diaz, 20, 00135 Roma RM, Italia;rosso;;;;+39 06 3937 6929;;;;0;1;0;0;0;0;0;1;1;0;0;0;19/06/25;41.9365731;12.4654812;;gentmo.c.-OT7gJq5E6zUziep1jnE
Kytos;Via Flaminia, 490, 00191 Roma RM, Italia;rosso;;;;+39 06 452 5377;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.9382031;12.4687445;;gentmo.c.-OerKJaEDYxcqCTjXDiI
L 'ARTE DEL PANE CIRCONVALLAZIONE GIANICOLENSE 185;Circonvallazione Gianicolense, 185 a A, 00151 Roma RM, Italia;rosso;;;;+39 06 9761 5324;;;;0;34;0;0;0;0;0;34;13;0;0;21;05/08/25;41.8752415;12.4454485;;gentmo.c.-OOrcywwaojc78PkZ4Sf
L'Elementare - Trastevere;Via Benedetta, 23, 00153 Roma RM, Italia;rosso;;;;+39 06 589 4016;;;;0;42;1;7;0;0;0;42;22;0;0;20;25/09/25;41.8917231;12.4688924;;gentmo.c.-OMJgAYTJbkIiiBHdUoR
L'Elementare - Tuscolano;Via Licinio Stolone, 92, 00175 Roma RM, Italia;rosso;;;;+39 06 7720 8265;;;;0;9;0;1;0;0;0;9;4;0;0;5;20/10/25;41.8561913;12.5667789;;gentmo.c.-ONVgSPnpVWzi_71FghC
L'Ostricaro Fish & Love;Lungomare Duca degli Abruzzi, 84/interno 829, 00121 Roma RM, Italia;rosso;;;;+39 349 632 3090;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.737989;12.2489887;;gentmo.c.-OKQXhUw90y5nD-fCoA4
L'elementare - Ponte Testaccio;Via degli Stradivari, 25, 00153 Roma RM, Italia;rosso;;;;+39 06 7016 3482;;;;0;31;0;1;0;0;0;36;20;0;0;16;02/12/25;41.8746644;12.4690857;;gentmo.c.-OL6P2F3dwvfsCJsvhj8
LA TAVERNA by Pasta&Go;Vicolo del Cinque, 22a, 00153 Roma RM, Italia;rosso;;;;+39 06 9818 1036;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8910052;12.469593;;gentmo.c.-O_WJDz-2-JvPIitaDRg
LE RÊVE DE NAIM Roma;Via Mario de' Fiori, 5, 00187 Roma RM, Italia;rosso;;;;+39 375 685 7686;;;;0;16;6;5;0;0;0;18;7;0;0;11;18/10/25;41.90465799999999;12.4817936;;gentmo.c.-OLnOWahbZJg20gS9UKT
LEVANTE - Stabilimento e Ristorante;Lungomare di Levante, 72, 00054 Fregene RM, Italia;rosso;;;;+39 06 668 0975;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.846911;12.1964986;;gentmo.c.-OQUbUkJ7FB_ho_68Jn2
LO PSICOBAR;Viale delle Gardenie, 43, 00171 Roma RM, Italia;nero;;;;+39 366 230 0579;;;;0;2;0;0;0;0;0;2;1;0;0;1;14/05/25;41.8861847;12.5642339;;gentmo.c.-OQ4JydGrKFe_QthlDml
LORE;Via dei Sabelli, 51, 00185 Roma RM, Italia;rosso;;;;+39 351 569 4485;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8962942;12.513832;;gentmo.c.-OF3AKgozpW9SKU_YLV8
LUCIANO Cucina Italiana - Roma;Piazza del Teatro di Pompeo, 18, 00186 Roma RM, Italia;nero;;;;+39 06 5153 1465;;;;1;1;0;0;0;0;0;2;1;0;0;1;01/07/25;41.8962393;12.4729245;;gentmo.c.-OU5Y3o5EF4-9l04094g
La Bibliotechina;EUR, 00144 Roma RM, Italia;rosso;;;;+39 340 573 4878;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8403757;12.4660438;;gentmo.c.-OWepNysnvPe4dnLDq2U
La Brace Dei Matti;Largo Pasquale Testini, 13, 00119 Roma RM, Italia;rosso;;;;+39 06 5635 9293;;;;0;4;0;0;1;0;0;5;5;0;0;0;07/07/25;41.7661299;12.3070341;;gentmo.c.-OLFWoDLsCQZD5nRNyvl
La Casa Iberica Roma;Viale Parioli, 144, 00197 Roma RM, Italia;rosso;;;;+39 327 452 8711;;;;0;28;0;0;2;0;0;37;17;0;0;20;28/10/25;41.9281803;12.4866605;;gentmo.c.-OL5XB6bA32fUWGx2PsT
La Casa Segreta;Via Villaricca 284, 00134 Roma Lazio, Italia;rosso;x;;;;;;;0;1;0;0;0;0;0;1;1;0;0;0;20/06/25;41.7229334;12.585382;;gentmo.c.-OT7olVZUQ2_EdfGDA8M
La Gattabuia;Via del Porto, 1, 00153 Roma RM, Italia;rosso;;;;+39 06 584813;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8864192;12.4770463;;gentmo.c.-ODHRE-ukLyww6cBEuVY
La Grooveria;Lungomare della Salute, 53A, 00054 Fiumicino RM, Italia;rosso;;;;+39 06 8339 8942;;;;0;2;0;0;0;0;0;2;0;0;0;2;;41.7654925;12.2240317;;gentmo.c.-O_lcG3MWl45h9J4s1mz
La Kermesse;Largo Catone, 1, 00071 Pomezia RM, Italia;rosso;;;;+39 351 477 6982;;;;0;9;0;1;0;0;0;11;10;0;0;1;02/05/25;41.6704521;12.5015659;;gentmo.c.-OKQX219JlKeOxOuZVM6
La Ménagère;Via Mario de' Fiori, 98, 00187 Roma RM, Italia;nero;;;;+39 06 9763 9976;;;;1;2;0;0;0;0;0;2;1;0;0;1;09/06/25;41.9036374;12.4826135;;gentmo.c.-OSKcGcEpwwdoYN9fQt6
La Pariolina;Viale Parioli, 93, 00197 Roma RM, Italia;rosso;;;;+39 06 808 6002;;;;0;37;0;4;0;0;0;40;14;0;0;26;10/11/25;41.9284882;12.486033;;gentmo.c.-OOckuCf9hulNgoArQLr
La Pergola;Via Alberto Cadlolo, 101, 00136 Roma RM, Italia;rosso;;;;+39 06 3509 2152;;;;0;1;0;0;0;0;0;1;1;0;0;0;13/05/25;41.9189987;12.4466606;;gentmo.c.-OPkkdDB-tmpE9pLHBp1
La Pizzeria | Daniele Sigalot | art studio;Via Francesco Negri, 59, 00154 Roma RM, Italia;rosso;;;;;;;;0;2;0;0;0;0;0;4;3;0;0;1;05/06/25;41.87035849999999;12.4831706;;gentmo.c.-OL6uQSttqD6aaC-SBBQ
La Punta Expendio de Agave;Via Santa Cecilia, 8, 00153 Roma RM, Italia;rosso;;;;+39 06 581 6665;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8874796;12.4772307;;gentmo.c.-ODHU9AcOl41StyGI7sE
La Quercia Vineria;Via di Vigna Fabbri, 25, 00179 Roma RM, Italia;rosso;;;;+39 349 532 6335;;;;0;2;0;0;0;0;0;3;3;0;0;0;28/03/25;41.8711435;12.525879;;gentmo.c.-OLLFqVa08lC1XLNlLPC
La Scaletta;Via della Scala, 8, 00153 Roma RM, Italia;rosso;;;;+39 06 581 6317;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.890597;12.4684711;;gentmo.c.-O_nllZejFLAzvdjG89w
La Taverna Pizzeria Bisteccheria;Circonvallazione Gianicolense, 185, 00152 Roma RM, Italia;rosso;;;;+39 06 8660 8691;;;;0;2;0;0;0;0;0;2;2;0;0;0;17/04/25;41.8753027;12.4453058;;gentmo.c.-ONtFtKjzFiqEoyPWEM7
La Zanzara;Via Crescenzio, 84, 00195 Roma RM, Italia;rosso;;;;+39 06 6839 2227;;;;0;0;0;0;0;0;0;1;1;0;0;0;14/08/25;41.906101;12.4601136;;gentmo.c.-OXcx74i84MUCvOzPbwM
La parolaccia & sons;Piazza di S. Egidio, 59, 00153 Roma RM, Italia;rosso;;;;;;;;0;2;0;0;0;0;0;2;1;0;0;1;10/07/25;41.890434;12.468842;;gentmo.c.-OUl0e2IIpe5-Ou4BdT-
Lancelot;Via dei Volsci, 77A, 00185 Roma RM, Italia;rosso;;;;+39 06 8901 7539;;;;0;50;0;0;1;0;0;54;23;0;0;31;22/12/25;41.8976267;12.5143517;;gentmo.c.-OLFXl-IVnoHniBVxNLU
Latta - Fermenti e Miscele;Via Antonio Pacinotti, 83, 00146 Roma RM, Italia;rosso;;;;+39 334 673 9378;;;;0;42;1;21;0;0;0;43;12;0;0;31;20/07/25;41.8720008;12.4706074;;gentmo.c.-ODI_cSxF3gpEBu8WHDx
Latteria Garbatella;Piazza Geremia Bonomelli, 9, 00154 Roma RM, Italia;rosso;;;;+39 06 512 3913;;;;0;14;1;1;0;0;0;15;10;0;0;5;22/07/25;41.8647096;12.4914366;;gentmo.c.-ODNJ07Nlvkg56vD17du
Latteria Trastevere;Vicolo della Scala, 1, 00153 Roma RM, Italia;rosso;;;;+39 06 5833 2008;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8908221;12.468077;;gentmo.c.-ODCmloEbg6rkHUX4raW
Layalina restaurant;Piazza delle Crociate, 21-22-23/Primo Piano, 00162 Roma RM, Italia;rosso;;;;+39 06 4568 4253;;;;0;1;0;0;0;0;0;1;1;0;0;0;15/03/25;41.90867899999999;12.5259216;;gentmo.c.-OLPF5-A3v7HB_yTmTTF
Le Bon Bock Whisky Bar;Circonvallazione Gianicolense, 249, 00151 Roma RM, Italia;rosso;x;;;+39 06 537 6806;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.87656459999999;12.4436279;;gentmo.c.-ODNAR7eX9Qp03eH-PA4
Le Sicilianedde;Piazza Cola di Rienzo, 64, 00192 Roma RM, Italia;rosso;;;;+39 06 322 3632;;;;0;1;0;0;0;0;0;1;1;0;0;0;12/05/25;41.9085847;12.4686994;;gentmo.c.-OQ4KHL5Zhf46FLaprHM
Lecri Osteria Romana;Via Federico Ozanam, 92, 00152 Roma RM, Italia;rosso;;;;+39 377 325 0721;;;;0;4;0;0;0;0;0;4;0;0;0;4;;41.8770522;12.4499601;;gentmo.c.-OW5BLPRDY1f4ps3dpOV
Led dragon;Via dell'Arco di San Calisto 17, 00153 Roma Lazio, Italia;rosso;;;;;;;;0;35;26;26;0;0;0;43;6;0;0;37;19/10/25;41.8892073;12.4714771;;gentmo.c.-OT9nC5oNI1Sfw4qGXAm
Libreria Caffè Bohémien;Via degli Zingari, 36, 00184 Roma RM, Italia;rosso;;;;+39 339 722 4622;;;;0;2;0;0;0;0;0;2;1;0;0;1;17/10/25;41.8952924;12.4927198;;gentmo.c.-OboO9lpxlvk9WHIvEPO
Locanda Meloni Ritrovo di Quartiere | Osteria Piazza Cavour;Via Muzio Clementi, 13, 00193 Roma RM, Italia;rosso;;;;+39 06 2539 9295;;;;0;2;0;0;0;0;0;2;2;0;0;0;21/05/25;41.9056564;12.4721785;;gentmo.c.-OPNDlL1z-KA9_5KTyiN
Locanda Meloni | Ristorante di Pesce Circonvallazione Clodio;Circonvallazione Clodia, 20, 00195 Roma RM, Italia;rosso;;;;+39 06 3032 9140;;;;0;1;0;0;0;0;0;1;1;0;0;0;07/05/25;41.9142226;12.4519689;;gentmo.c.-OPecCNtIMMm8RLeX2bp
Loft 26 - Lunghezza;Via del Casalone, 28, 00132 Roma RM, Italia;rosso;x;;;+39 339 215 6080;;;;0;1;0;0;0;0;0;1;1;0;0;0;15/03/25;41.9202522;12.6785967;;gentmo.c.-OLP6SAPR-NLRyND5YGL
Lonely Avenue - Premium Spirits Cocktail Bar in Rome;Via Luca della Robbia, 18, 00153 Roma RM, Italia;rosso;;;;+39 377 092 9792;;;;0;48;29;28;0;0;0;51;9;0;0;42;02/12/25;41.8786738;12.4780352;;gentmo.c.-ONlKpM0uAwrKDBLh-57
Love Bar;Via Flaminia, 475, 00191 Roma RM, Italia;rosso;;;;+39 06 334 0483;;;;0;1;0;0;0;0;0;2;1;0;0;1;04/12/24;41.9381061;12.4680197;;gentmo.c.-OD7OyBiKjSl5osoG5H8
Luciano evento;Via Ludovisi 35, 00187 Roma Lazio, Italia;rosso;x;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.9070938;12.4885134;;gentmo.c.-OSxpvu0s6uN1zqk3kiY
Lucky Tattoo and Piercing;Viale Tito Labieno, 80/82, 00174 Roma RM, Italia;rosso;;;;+39 333 302 5617;;;;0;1;0;0;0;0;0;1;1;0;0;0;14/08/25;41.852238;12.5655504;;gentmo.c.-OXNVmB8sWlkZuj19g-G
Luppolo Station;Via Giuseppe Parini, 4, 00152 Roma RM, Italia;rosso;;;;+39 06 5833 2681;;;;0;1;0;0;0;0;0;1;1;0;0;0;28/11/25;41.8753096;12.4654653;;gentmo.c.-ODXIiDzQayJUueISBeX
Lux - cocktail bar;Via Flaminia, 464b, 00191 Roma RM, Italia;rosso;;;;+39 347 715 0982;;;;0;8;0;0;0;0;0;10;5;0;0;5;17/10/25;41.9376474;12.4671348;;gentmo.c.-ODHUr-T3xjxjNuyAoZo
L’ Elemantare laboratorio;Via Ferdinando Ughelli 30, 00179 Roma Lazio, Italia;rosso;;;;;;;;0;19;2;2;0;0;0;29;11;0;0;18;08/08/25;41.8705732;12.5165926;;gentmo.c.-OStKjREq8N3JCLuW1Sc
L’ANTIDOTO;Vicolo del Bologna, 19, 00153 Roma RM, Italia;rosso;;;;;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8910895;12.468896;;gentmo.c.-ODHcsPEIHOpfB2ebmp3
L’Elementare - San Giovanni;Via Gallia, 83, 00183 Roma RM, Italia;rosso;;;;;;;;0;1;0;1;0;0;0;1;0;0;0;1;;41.8809085;12.5052372;;gentmo.c.-OaWYrN2jivpFTuDowu8
MANCINICATERING RICEVIMENTI;V. di Tor Cervara, 155, 00155 Roma RM, Italia;rosso;;;;+39 331 391 2342;;;;0;2;0;0;0;0;0;2;1;0;0;1;09/07/25;41.9209802;12.5891734;;gentmo.c.-OU_QHoVhi4yYgu3UYHb
MECCANISMO Bar;Piazza Trilussa, 34, 00153 Roma RM, Italia;rosso;;;;+39 06 581 6111;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8915649;12.4701934;;gentmo.c.-O_dCG4mhqmADmen20ue
Ma Che Siete Venuti A Fà;Via Benedetta, 25, 00153 Roma RM, Italia;rosso;;;;+39 06 4291 8213;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.89178109999999;12.4692175;;gentmo.c.-ODI79zVIyeczbqvr_ul
Ma va là Pub;Via Roma, 16, 00071 Pomezia RM, Italia;rosso;x;;;+39 333 459 3621;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.6704175;12.5018584;;gentmo.c.-OKQWugKsqNF-g6cx-B8
Maison Bleu;Viale Spagna, 5b, 00040 Torvaianica RM, Italia;rosso;;;;+39 351 577 0616;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.6210729;12.4616119;;gentmo.c.-OKQWmTrHZODCtxtXQ-w
Makai Surf & Tiki Bar;4/a/b/c, Via dei Magazzini Generali, 4, 00154 Roma RM, Italia;rosso;;;;+39 392 924 1581;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.87204149999999;12.4793337;;gentmo.c.-OIH0EQRQfXebiGBinlI
Mammarella Cafè Bistrot;Via Piave, 25, 00187 Roma RM, Italia;rosso;;;;+39 06 3397 7482;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.9094262;12.4985404;;gentmo.c.-OL0MJn8qS8yI7C9jSD7
Mammò Trastevere;P.za di S. Giovanni della Malva, 2, 00153 Roma RM, Italia;rosso;;;;+39 06 8365 3634;;;;0;2;0;0;0;0;0;2;2;0;0;0;26/05/25;41.8918663;12.4690167;;gentmo.c.-ODHQ1sgAGkjJBQbM5_I
Manis Bistrot | Pasticceria e Ristorante | Aperitivi | Specialty Coffee;V. dei Due Ponti, 192 a, 00189 Roma RM, Italia;rosso;;;;+39 379 299 5918;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.9655069;12.4526754;;gentmo.c.-ObmESbu7uyGBo0CSQQu
MargheRita Osteria Pizzeria (Alla Scrofa);Piazza Cardelli, 5, 00186 Roma RM, Italia;rosso;;;;+39 06 6880 5145;;;;0;52;0;0;0;0;0;57;25;0;0;32;17/12/25;41.90266539999999;12.4753907;;gentmo.c.-OTMS9j9GawSSy5Zy9pE
MargheRita Osteria Pizzeria (Coppelle);Via delle Coppelle, 31, 00186 Roma RM, Italia;rosso;;;;+39 06 686 1416;;;;0;3;0;0;1;0;0;4;4;0;0;0;18/04/25;41.9005857;12.4749431;;gentmo.c.-OKQY-_-AZeF2LGrH9EO
MargheRita Osteria Pizzeria (EUR Torrino);Via Praga, 11, 00144 Roma RM, Italia;rosso;;;;+39 06 5220 7823;;;;0;1;0;0;1;0;0;1;1;0;0;0;11/03/25;41.8240481;12.4492506;;gentmo.c.-OKQ_-hGdgAJBUHSZyoe
Marita Pizzeria;Via Flaminia, 515, 00191 Roma RM, Italia;rosso;;;;+39 376 270 3526;;;;0;30;1;5;0;0;0;31;21;0;0;10;25/09/25;41.9412504;12.4696967;;gentmo.c.-OLoWMGnpnzLOVWF_xAK
Marron Glacè;V.le della Grande Muraglia, 100, 00144 Roma RM, Italia;rosso;;;;+39 06 5220 7802;;;;0;6;0;0;0;0;0;7;2;0;0;5;07/08/25;41.8197079;12.4525323;;gentmo.c.-OVgmtnS_8qZPj-Sw05S
Mate Bar;Via Benedetta, 17, 00153 Roma RM, Italia;rosso;;;;+39 06 5833 1645;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8916418;12.4691288;;gentmo.c.-ODCn5WqZU8lAKe7qO-j
Matermatuta;Via Palermo, 51, 00184 Roma RM, Italia;rosso;;;;+39 06 482 3962;;;;0;20;0;0;0;0;0;20;8;0;0;12;11/12/25;41.89868709999999;12.4918898;;gentmo.c.-OEMNEItfwEYtuF_yqCe
Mattia Evento santi40;Via Giacomo Medici 1, 00153 Roma Lazio, Italia;rosso;;;;;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.88787313732551;12.46373717620103;;gentmo.c.-OdsVNzLStu6m7nBVbpi
McQueen;Via dei Condotti, 62, 00187 Roma RM, Italia;rosso;;;;+39 06 4525 7280;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.90506440000001;12.4800738;;gentmo.c.-OZ9yHt3-lT2_Ijm-96f
McQueen Food&Drink;Via Bonifacio VIII, 18 / 20, 00165 Roma RM, Italia;rosso;;;;+39 06 631872;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8988276;12.4531189;;gentmo.c.-ODHRWB31fOY9kUa1VgR
Meccanismo Happio;Via Appia Nuova, 450, 00183 Roma RM, Italia;rosso;;;;+39 06 8192 5282;;;;0;4;0;1;4;0;0;4;4;0;0;0;16/03/25;41.87436890000001;12.5231062;;gentmo.c.-OKQ_HeKyuc-ldgS7SW9
Mediterraneo Beach Fiumicino;Piazzale Enrico Molinari, 00054 Fiumicino RM, Italia;rosso;;;;+39 06 6502 5241;;;;0;1;0;0;0;0;0;1;1;0;0;0;10/07/25;41.7696628;12.22103;;gentmo.c.-OUpDY3xWG5c6mTd9MrI
Mercato Centrale Roma;Via Giovanni Giolitti, 36, 00185 Roma RM, Italia;rosso;;;;+39 06 462029;;;;0;76;61;61;0;0;0;76;3;0;0;73;27/10/25;41.8988083;12.5034472;;gentmo.c.-O_mTnEyPFxC9dF5aSdr
Metà - Sorsi & assaggi;Viale Gottardo, 18-20, 00141 Roma RM, Italia;rosso;;;;+39 06 7720 9399;;;;0;1;0;0;1;0;0;1;1;0;0;0;10/03/25;41.9339509;12.5358172;;gentmo.c.-OL6g6FpQ90pamPG7wi8
Mezzo Ristorante;Via di Priscilla, 25/A, 00199 Roma RM, Italia;rosso;;;;+39 06 8639 9017;;;;0;1;1;1;0;0;0;1;0;0;0;1;;41.9281498;12.508998;Preso da simone ;gentmo.c.-O_N0Tmw3pf2vHDeayFH
Mezé Bistrot Prati;Via Properzio, 30, 00193 Roma RM, Italia;rosso;;;;+39 378 082 6508;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.9054545;12.4610674;;gentmo.c.-ODHQxvukRdIB32BNsmN
MiRo';Via dei Latini, 72, 00185 Roma RM, Italia;rosso;;;;;;;;0;0;0;1;0;0;0;1;1;0;0;0;03/12/24;41.8959953;12.5143586;;gentmo.c.-OD7PwUtBV7k_wpkxiaS
Milea lounge bar;Via della Lungaretta, 164, 00153 Roma RM, Italia;rosso;;;;+39 366 193 7185;;;;0;7;0;0;0;0;0;7;6;0;0;1;07/08/25;41.88937749999999;12.4756669;;gentmo.c.-OQ0StaV-NXM0MsmljnC
Mimì e Cocò Roma;Via Arenula, 20/a, 00186 Roma RM, Italia;rosso;;;;+39 06 4547 5740;;;;0;1;0;0;0;0;0;1;1;0;0;0;20/06/25;41.8934992;12.4757077;;gentmo.c.-OTBZhIquc7qVwXiVrlH
Minimarket;Viale di Trastevere, 88, 00153 Roma RM, Italia;rosso;;;;+39 327 956 0386;;;;0;1;0;0;0;0;0;1;1;0;0;0;14/07/25;41.8833169;12.4689652;;gentmo.c.-OV8xtilp80VywnQXFta
Miscele food & drink;Via Ascoli Piceno, 40, 00176 Roma RM, Italia;rosso;;;;+39 06 638 4700;;;;0;27;0;0;0;0;0;27;16;0;0;11;13/11/25;41.88969850000001;12.5258515;;gentmo.c.-ODCl_NwOaVQ_Bn9ABY6
Mister Hyde;Largo Vercelli, 7, 00182 Roma RM, Italia;rosso;;;;+39 06 9521 5395;;;;0;114;0;0;0;0;0;120;38;0;0;82;14/12/25;41.8822532;12.5152325;;gentmo.c.-OKQ_SheP1hHwuF9PMXE
Modo Ristorante;Via Ostiense, 415, 00146 Roma RM, Italia;rosso;;;;+39 392 900 5878;;;;0;5;0;0;0;0;0;5;1;0;0;4;30/04/25;41.8519755;12.4767918;;gentmo.c.-OP1wQH5lHMtYOXCsz-c
Mollica Ponte Milvio;Piazzale di Ponte Milvio, 27, 00191 Roma RM, Italia;rosso;;;;;;;;1;32;0;0;1;0;0;35;8;0;0;27;28/10/25;41.9378353;12.4660637;;gentmo.c.-OL5NyLydz1xYrGRhshG
Mon Ami;Via Germanico, 101/A, 00192 Roma RM, Italia;rosso;;;;+39 389 491 9892;;;;0;4;0;0;0;0;0;4;1;0;0;3;27/03/25;41.9081052;12.4604723;;gentmo.c.-ODN_4zIQ688mGIkz2U2
Movida;Lungomare delle Sirene, 160, 00040 Torvaianica RM, Italia;rosso;;;;+39 06 915 8974;;;;0;1;0;0;1;0;0;1;1;0;0;0;11/03/25;41.6289455;12.453816;;gentmo.c.-OL49aYZlFAj7ZPYCKUJ
Mr. Brown;Vicolo del Cinque, 29, 00153 Roma RM, Italia;rosso;;;;+39 333 472 3392;;;;1;29;2;0;1;0;0;33;33;0;0;0;13/06/25;41.891221;12.4698786;;gentmo.c.-OL6dCoXivcfIQnEG_rV
My Bar;Via di S. Giovanni in Laterano, 12, 00183 Roma RM, Italia;rosso;;;;+39 06 700 4425;;;;0;0;0;0;0;0;0;1;1;0;0;0;03/12/24;41.8899398;12.4945468;;gentmo.c.-OD7N017mHRrm83kv_90
N1;Via dei Sette Metri, 78/F-G, 00118 Roma RM, Italia;rosso;;;;+39 353 329 3667;;;;0;3;0;0;0;0;0;3;3;0;0;0;08/05/25;41.8133417;12.6044428;;gentmo.c.-OMIUGtah3S6Mvu1DCVW
NIMBUS - Il Bar Tra Le Nuvole;Giardino del Diamante, Via Antonio Gramsci, 00197 Roma RM, Italia;rosso;;;;+39 331 715 3733;;;;0;37;7;7;0;0;0;40;18;0;0;22;22/09/25;41.91833129999999;12.4801421;;gentmo.c.-OSVDXUCjwVh0T1-VkpQ
Nakai;Via di Santa Maria alle Fornaci, 14, 00165 Roma RM, Italia;rosso;;;;+39 06 513 3215;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8980496;12.455729;;gentmo.c.-ODHTATQ-yTeOuGyYp0h
Naklar;Via di S. Martino Ai Monti, 44, 00184 Roma RM, Italia;rosso;;;;+39 329 942 4798;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8955345;12.4986918;;gentmo.c.-ODMoL0sBN2Ij7Et7fOY
Nanà Ristorante Pizzeria;Via di Campo Romano, 78, 00118 Roma RM, Italia;rosso;;;;+39 328 879 4233;;;;0;1;0;0;0;0;0;1;1;0;0;0;04/04/25;41.8263853;12.6035431;;gentmo.c.-OMwFVYcBetbHTOQbxyh
Naïs cocktails & co.;Via Clementina, 9, 00184 Roma RM, Italia;rosso;;;;+39 340 253 4034;;;;0;0;0;0;0;0;0;1;1;0;0;0;19/06/25;41.8958928;12.4928023;;gentmo.c.-OT8HnvLExnLtc_cwuyt
Nena Mercato&Cucina;Via dei Sabelli, 193, 00185 Roma RM, Italia;rosso;;;;+39 06 8343 4951;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.899206;12.5192716;;gentmo.c.-ODHRtM9wWExZOqqXMnC
Neo Club Roma;Via degli Argonauti, 18, 00154 Roma RM, Italia;rosso;;;;+39 331 143 6444;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.86465889999999;12.481429;;gentmo.c.-OKQZ2pqn6-nyw4Ba6ET
Nh Hotels;Via Magnanapoli 3, 00187 Roma Lazio, Italia;nero;;;;;;;;1;1;0;0;0;0;0;2;1;0;0;1;14/08/25;41.8961904;12.485019;;gentmo.c.-OXcw_KAksFdmyLT2G8T
Nicolo della valle ;Via dell'Ippocampo 30, 00054 Fiumicino Lazio, Italia;rosso;;;;3450840536;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.7761375;12.2338068;;gentmo.c.-OY6qVATgYsE3awWhPGA
Nina zic ;Via Giacomo Biga 2, 00154 Roma Lazio, Italia;rosso;;;;;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8616456;12.4864557;;gentmo.c.-Od0P25qNW65TSYMjrSF
Noantri Trastevere - Social Bar;Vicolo del Cinque, 30a, 00153 Roma RM, Italia;rosso;;;;+39 389 236 6065;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8912631;12.4699313;;gentmo.c.-ODH_K1KbUKvxEOhPtwc
NuAN;Via Siria, 3, 00183 Roma RM, Italia;rosso;;;;+39 06 6940 1880;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8751975;12.5111363;;gentmo.c.-ODO39sB9U8usag-rvz1
Old Station;P.za di Santa Maria Maggiore, 12/A, 00185 Roma RM, Italia;rosso;;;;+39 06 6942 3002;;;;0;1;0;0;0;0;0;1;1;0;0;0;23/12/25;41.8968171;12.4989579;;gentmo.c.-OhBZC03AThdruOZu7kE
Opera Relax & Wellness;Via Palermo, 34/b, 00184 Roma RM, Italia;rosso;;;;+39 06 488 5299;;;;0;3;0;0;0;0;0;3;0;0;0;3;;41.8995428;12.492846;Simone;gentmo.c.-OZFXAjYB7T2PV-7o3Vm
Oste nostro;Vicolo del Bologna, 87, 00153 Roma RM, Italia;rosso;;;;+39 339 892 8422;;;;0;136;55;55;0;0;0;138;45;0;0;93;23/11/25;41.8908615;12.4689823;;gentmo.c.-ODHQ71HHm9FlNOXyJXJ
